Key,Description,Standard,Chinese,TraditionalChinese,English
SAY.laolitou.114.老厉头,,同样的道理，还有另外一个故事！,同样的道理，还有另外一个故事！,同樣的道理，還有另外一個故事！,There's another story with the same moral!
SAY.laolitou.115.主角,,……你讲你讲。,……你讲你讲。,……你講你講。,...Fine go ahead.
SAY.laolitou.116.老厉头,,那天有两个娃仔，来我们店买漫画。,那天有两个娃仔，来我们店买漫画。,那天有兩個娃仔，來我們店買漫畫。,That day， there were two kids who wanted to buy some manhua.
SAY.laolitou.117.老厉头,,买了两本《八凤珠》，两本《机器狗》。,买了两本《八凤珠》，两本《机器狗》。,買了兩本《八鳳珠》，兩本《機器狗》。,Bought two copies of “Eight Phoenix Pearls”， two of “Robot Dog”
SAY.laolitou.118.主角,,嗯，这段没听过。,嗯，这段没听过。,嗯，這段沒聽過。,Hm， I haven't heard this before.
SAY.laolitou.119.主角,,你继续。,你继续。,你繼續。,Go on.
SAY.laolitou.120.老厉头,,他们刚走出去没多远，就碰见另外三个学生。,他们刚走出去没多远，就碰见另外三个学生。,他們剛走出去沒多遠，就碰見另外三個學生。,They walked a short distance before running into three other students.
SAY.laolitou.121.老厉头,,估计是初中生，或者是六年级的。,估计是初中生，或者是六年级的。,估計是初中生，或者是六年級的。,I'm guessing they were middle school， maybe sixth grade.
SAY.laolitou.122.老厉头,,他们的钱就挨这三个人抢走啦。,他们的钱就挨这三个人抢走啦。,他們的錢就挨這三個人搶走啦。,Their money was taken by those three.
SAY.laolitou.123.老厉头,,一个挨抢了几块，另外一个挨抢了几十块。,一个挨抢了几块，另外一个挨抢了几十块。,一個挨搶了幾塊，另外一個挨搶了幾十塊。,One had a few bucks stolen， and the other had a few dozen stolen.
SAY.laolitou.124.老厉头,,抢完还要追着他们打。,抢完还要追着他们打。,搶完還要追著他們打。,After robbing them， the thieves even chased and beat them.
SAY.laolitou.125.主角,,那你不去救他们？,那你不去救他们？,那你不去救他們？,And you didn't go help them?
SAY.laolitou.126.老厉头,,去啦！,去啦！,去啦！,I did!
SAY.laolitou.127.老厉头,,那三个马上跑了！,那三个马上跑了！,那三個馬上跑了！,Those three ran off immediately!
SAY.laolitou.128.主角,,现在这帮仔，坏哦。,现在这帮仔，坏哦。,現在這幫仔，壞哦。,Kids these days are terrible， you know.
SAY.laolitou.129.老厉头,,问题的关键是第二天。,问题的关键是第二天。,問題的關鍵是第二天。,The problem was the next day.
SAY.laolitou.130.老厉头,,学校来找我们，你晓得为什么咩？,学校来找我们，你晓得为什么咩？,學校來找我們，你曉得為什麼咩？,The school came by， do you know why?
SAY.laolitou.131.主角,,为什么？,为什么？,為什麼？,Why?
SAY.laolitou.132.老厉头,,挨抢的其中一个的妈，觉得是另一个设计的。,挨抢的其中一个的妈，觉得是另一个设计的。,挨搶的其中一個的媽，覺得是另一個設計的。,One of the victims' moms thought the other kid had planned it all.
SAY.laolitou.133.老厉头,,串通那三个人抢她仔。,串通那三个人抢她仔。,串通那三個人搶她仔。,Planned it with those other three to rob her kid.
SAY.laolitou.134.老厉头,,她找到了学校，又找了另外那个的家长。,她找到了学校，又找了另外那个的家长。,她找到了學校，又找了另外那個的家長。,She went to school， found the other's parents.
SAY.laolitou.135.老厉头,,一心要毁了那个娃仔。,一心要毁了那个娃仔。,一心要毀了那個娃仔。,She was determined to ruin that boy.
SAY.laolitou.136.老厉头,,好在学校来问我，我就给那个娃仔作证。,好在学校来问我，我就给那个娃仔作证。,好在學校來問我，我就給那個娃仔作證。,Fortunately， the school came to ask me
SAY.laolitou.137.老厉头,,我证明他也是受害者。,我证明他也是受害者。,我證明他也是受害者。,I testified that the other kid was also a victim.
SAY.laolitou.138.老厉头,,你讲，这件事情是不是很荒谬？,你讲，这件事情是不是很荒谬？,你講，這件事情是不是很荒謬？,Isn't that ridiculous?
SAY.laolitou.139.老厉头,,人性是不是很丑恶？,人性是不是很丑恶？,人性是不是很醜惡？,Human nature is ugly， isn't it?
SAY.laolitou.140.主角,,是。,是。,是。,It is.
SAY.laolitou.141.老厉头,,窝里斗不可取啊！,窝里斗不可取啊！,窩裏鬥不可取啊！,Infighting isn't worth it.
SAY.laolitou.142.老厉头,,你要多读书，才能读懂人性。,你要多读书，才能读懂人性。,你要多讀書，才能讀懂人性。,You have to read more， so you can understand people more.
SAY.laolitou.143.主角,,没得空读啊。,没得空读啊。,沒得空讀啊。,I have no time.
SAY.laolitou.144.主角,,我工作也可以了解的。,我工作也可以了解的。,我工作也可以瞭解的。,I can learn through work.
SAY.laolitou.145.老厉头,,哼。,哼。,哼。,Hmph.
SAY.laolitou.146.老厉头,,子曰：学而不思则罔，思而不学则殆。,子曰：学而不思则罔，思而不学则殆。,子曰：學而不思則罔，思而不學則殆。,Confucius says: To learn without thinking is confusing， to think without learning is dangerous.
SAY.laolitou.147.老厉头,,你这样是不行的。,你这样是不行的。,你這樣是不行的。,You can't be like this.
SAY.laolitou.148.老厉头,,你不买也行。,你不买也行。,你不買也行。,You don't have to buy.
SAY.laolitou.149.老厉头,,进来看吧，给你凳子。,进来看吧，给你凳子。,進來看吧，給你凳子。,Just come in and browse， I'll get you a seat.
SAY.laolitou.150.老厉头,,莫站在外面。,莫站在外面。,莫站在外面。,Don't stand outside.
SAY.laolitou.151.主角,,不坐了，有事做。,不坐了，有事做。,不坐了，有事做。,No thanks， I have things to do.
SAY.laolitou.152.老厉头,,我看了快二十年的书，摘抄了五十本笔记。,我看了快二十年的书，摘抄了五十本笔记。,我看了快二十年的書，摘抄了五十本筆記。,I've read for almost twenty years， I have fifty notebooks of notes.
SAY.laolitou.153.老厉头,,摆满了家里三个书架。,摆满了家里三个书架。,擺滿了家裏三個書架。,Three bookshelves full at home.
SAY.laolitou.154.老厉头,,你读书，可以先专门读某个类别。,你读书，可以先专门读某个类别。,你讀書，可以先專門讀某個類別。,When you read， you can focus on a genre first.
SAY.laolitou.155.老厉头,,也可以泛读各种类别。,也可以泛读各种类别。,也可以泛讀各種類別。,Or you can just read all kinds of books.
SAY.laolitou.156.老厉头,,只要读进脑里了，都是有益的。,只要读进脑里了，都是有益的。,只要讀進腦裏了，都是有益的。,As long as you read it and take it to your heart， it'll be good.
SAY.laolitou.157.老厉头,,你不是专门搞学术的，读点通识类的就得了。,你不是专门搞学术的，读点通识类的就得了。,你不是專門搞學術的，讀點通識類的就得了。,You're not doing science or anything， so just general knowledge is good.
SAY.laolitou.158.老厉头,,人物文史，社会科学。,人物文史，社会科学。,人物文史，社會科學。,Biography， history， social studies.
SAY.laolitou.159.老厉头,,我的笔记都贴了标签。,我的笔记都贴了标签。,我的筆記都貼了標籤。,My notes have it all marked.
SAY.laolitou.160.老厉头,,文学啊，文化啊，历史和政治啊。,文学啊，文化啊，历史和政治啊。,文學啊，文化啊，歷史和政治啊。,Literature， Culture， History， Government， all that.
SAY.laolitou.161.老厉头,,有的是摘抄，有的是心得体会。,有的是摘抄，有的是心得体会。,有的是摘抄，有的是心得體會。,Some excerpts， some of my own thoughts.
SAY.laolitou.162.老厉头,,我还剪报呢。,我还剪报呢。,我還剪報呢。,I even have newspaper clippings.
SAY.laolitou.163.老厉头,,从八十年代就开始了。,从八十年代就开始了。,從八十年代就開始了。,I started from the Eighties.
SAY.laolitou.164.老厉头,,每年都订十来种报纸，读完就剪。,每年都订十来种报纸，读完就剪。,每年都訂十來種報紙，讀完就剪。,Every year， I order dozens of newspapers. When I'm done reading， I clip them.
SAY.laolitou.165.老厉头,,报纸是时代的记录仪，是历史的收集者。,报纸是时代的记录仪，是历史的收集者。,報紙是時代的記錄儀，是歷史的收集者。,Newspapers are a record of time， a collector of histories.
SAY.laolitou.166.老厉头,,你要知道某个时候发生过什么，看报最直观。,你要知道某个时候发生过什么，看报最直观。,你要知道某個時候發生過什麼，看報最直觀。,If you want to know what happened where and when， reading a newspaper is the most direct.
SAY.laolitou.167.老厉头,,人上了年纪容易忘事，记不清就翻翻笔记。,人上了年纪容易忘事，记不清就翻翻笔记。,人上了年紀容易忘事，記不清就翻翻筆記。,It's easy to forget things when you get older. I just flip through notes when I don't remember.
SAY.laolitou.168.老厉头,,这样不仅能帮助记忆，连心情也豁然开朗。,这样不仅能帮助记忆，连心情也豁然开朗。,這樣不僅能幫助記憶，連心情也豁然開朗。,This not only helps with memory， but also makes me happier.
SAY.laolitou.169.老厉头,,我书店名是什么意思？,我书店名是什么意思？,我書店名是什麼意思？,What's the meaning of the name of my bookstore?
SAY.laolitou.170.老厉头,,棠棣就是兄弟。,棠棣就是兄弟。,棠棣就是兄弟。,Tangdi is “Brothers”
SAY.laolitou.171.老厉头,,喜欢阅读的人，就是跟我志同道合的。,喜欢阅读的人，就是跟我志同道合的。,喜歡閱讀的人，就是跟我志同道合的。,The ones who like to read， are the people who share the same interests as me.
SAY.laolitou.172.老厉头,,就是我的兄弟。,就是我的兄弟。,就是我的兄弟。,So， my brothers.
SAY.chapterFlow06.1.主角,,对不住哦，各位。,对不住哦，各位。,對不住哦，各位。,Sorry， everyone.
SAY.chapterFlow06.2.主角,,是我喊你们来帮忙的，结果我自己参加不了。,是我喊你们来帮忙的，结果我自己参加不了。,是我喊你們來幫忙的，結果我自己參加不了。,I asked you all to come help， but I can't join in myself.
SAY.chapterFlow06.3.葛喜,,莫讲这种的。,莫讲这种的。,莫講這種的。,Don't say that.
SAY.chapterFlow06.4.葛喜,,你照顾好荔荔就得了，划龙舟我们替你出力。,你照顾好荔荔就得了，划龙舟我们替你出力。,你照顧好荔荔就得了，劃龍舟我們替你出力。,Just take care of Lili， we'll take care of the Dragon Boat.
SAY.chapterFlow06.5.刘主任,,对啊，你有你的挑战，我们有我们的比赛。,对啊，你有你的挑战，我们有我们的比赛。,對啊，你有你的挑戰，我們有我們的比賽。,Yeah， you have your challenges， we have our race.
SAY.chapterFlow06.6.刘主任,,各有各的任务，两边都要胜利！,各有各的任务，两边都要胜利！,各有各的任務，兩邊都要勝利！,Everyone has their own mission， both sides have to win!
SAY.chapterFlow06.7.莫子成,,荔荔那边绝对OK啦。,荔荔那边绝对OK啦。,荔荔那邊絕對OK啦。,Lili will definitely be okay!
SAY.chapterFlow06.8.莫子成,,问题是原来我们也有赢的打算咯？,问题是原来我们也有赢的打算咯？,問題是原來我們也有贏的打算咯？,The problem is we also planned to win then?
SAY.chapterFlow06.9.旁白1,,哈哈哈哈哈。,哈哈哈哈哈。,哈哈哈哈哈。,Hahahahaha.
